time	rpm	tmp	TMP	PWM	
77.9	0	109.9	103.78	40	0
78.0	0	106.3	104.03	40	0
78.1	0	86.63	102.29	40	0
78.2	0	101.84	102.24	40	0
78.3	0	112.84	103.3	40	0
78.4	0	116.27	104.6	40	0
78.5	0	104.64	104.6	40	0
78.6	0	104.49	104.59	40	0
78.7	0	112.01	105.33	40	0
78.8	0	103.89	105.19	40	0
78.9	0	102.72	104.94	40	0
79.0	0	104.79	104.93	40	0
79.1	0	96.63	104.1	40	0
79.2	0	104.94	104.18	40	0
79.3	0	108.0	104.56	40	0
79.4	0	104.34	104.54	40	0
79.5	0	99.27	104.01	40	0
79.6	0	108.0	104.41	40	0
79.7	0	105.24	104.5	40	0
79.8	0	93.26	103.37	40	0
79.9	0	93.66	102.4	40	0
80.0	0	105.39	102.7	40	0
80.1	0	91.8	101.61	40	0
80.2	0	106.0	102.05	40	0
80.3	0	100.69	101.91	40	0
80.4	0	100.55	101.78	40	0
80.5	0	108.31	102.43	40	0
80.6	0	100.55	102.24	40	0
80.7	0	99.41	101.96	40	0
80.8	0	95.0	101.26	40	0
80.9	0	106.45	101.78	40	0
81.0	0	101.84	101.79	40	0
81.1	0	103.01	101.91	40	0
81.2	0	106.15	102.33	40	0
81.3	0	98.43	101.94	40	0
81.4	0	98.43	101.59	40	0
81.5	0	98.15	101.25	40	0
81.6	0	96.09	100.73	40	0
81.7	0	114.19	102.08	40	0
81.8	0	88.04	100.67	40	0
81.9	0	105.09	101.12	40	0
82.0	0	109.58	101.96	40	0
82.1	0	105.69	102.34	40	0
82.2	0	97.74	101.88	40	0
82.3	0	108.94	102.58	40	0
82.4	0	104.79	102.8	40	0
82.5	0	97.6	102.28	40	0
82.6	0	100.12	102.07	40	0
82.7	0	108.47	102.71	40	0
82.8	0	103.6	102.8	40	0
82.9	0	102.42	102.76	40	0
83.0	0	98.71	102.35	40	0
83.1	0	94.6	101.58	40	0
83.2	0	100.41	101.46	40	0
83.3	0	102.72	101.59	40	0
83.4	0	100.98	101.53	40	0
83.5	0	106.3	102.0	40	0
83.6	0	106.3	102.43	40	0
83.7	0	103.01	102.49	40	0
83.8	0	102.86	102.53	40	0
83.9	0	95.14	101.79	40	0
84.0	0	115.74	103.18	40	0
84.1	0	104.64	103.33	40	0
84.2	0	101.84	103.18	40	0
84.3	0	98.57	102.72	40	0
84.4	0	88.94	101.34	40	0
84.5	0	108.16	102.02	40	0
84.6	0	99.27	101.75	40	0
84.7	0	88.81	100.45	40	0
84.8	0	99.13	100.32	40	0
84.9	0	98.57	100.15	40	0
85.0	0	105.54	100.69	40	0
85.1	0	113.85	102.0	40	0
85.2	0	85.11	100.31	40	0
85.3	0	91.41	99.42	40	0
85.4	0	100.98	99.58	40	0
85.5	0	98.71	99.49	40	0
85.6	0	107.38	100.28	40	0
85.7	0	105.84	100.84	40	0
85.8	0	97.32	100.49	40	0
85.9	0	107.69	101.21	40	0
86.0	0	91.93	100.28	40	0
86.1	0	114.88	101.74	40	0
86.2	0	113.18	102.88	40	0
86.3	0	105.84	103.18	40	0
86.4	0	92.99	102.16	40	0
86.5	0	111.85	103.13	40	0
86.6	0	100.41	102.86	40	0
86.7	0	98.29	102.4	40	0
86.8	0	98.57	102.02	40	0
86.9	0	101.41	101.96	40	0
87.0	0	103.01	102.06	40	0
87.1	0	101.99	102.05	40	0
87.2	0	99.41	101.79	40	0
87.3	0	98.43	101.45	40	0
87.4	0	85.74	99.88	40	0
87.5	0	103.74	100.27	40	0
87.6	0	101.84	100.43	40	0
